Title,Runtime,Artist,Album,Genre,spotify_id
Contents Within,6:07,Tides of Man,,Rock,7p87KynQL9S8eGiQzxRhly
Contents Within,6:07,Tides of Man,Empire Theory,Rock,7p87KynQL9S8eGiQzxRhly
Constitutional Masturbation,3:36,Job For A Cowboy,Ruination,Technical Death Metal,1fBkgwfgWyCsJmnc1nDqOj
Conspiranoia,11:31,Primus,Conspiranoid - EP,Hard Rock,5WP538GVRBWRakIrVBWCSS
Consider Yourself Judged,4:45,T.R.A.M.,Lingua Franca,Experimental,3QW4GhqgR5hJPwFssyJsvV
The Conscience Speaks,1:13,"Oh, Sleeper",Children Of Fire,Metalcore,3dUSBc1BhyzUvMTUELoPnM
Conoco,4:18,Yelawolf,Mud Mouth,Hip-Hop/Rap,0kdgntDqZ5wgZQpT7yEMDm
Conflicts,3:35,Decoder,Decoder,Rock,
Conflict Cartography,5:00,Animals As Leaders,Parrhesia,Metal,6BarKdhGS5MoiR9e5A3iwg
Condemned to the Gallows,6:35,Between the Buried and Me,Automata I,Metal,6dP7XttBXZl7OdmBzNt9sN
Concrete Swan Dive,5:51,Thank You Scientist,Maps of Non - Existent Places,Rock,02vLTQZoD5jELK8Td08GSe
Compromise,3:02,Eidola,Degeneraterra,Rock,4RKcSUkpChaIVZ2HanIZZ2
Complex Terms,5:11,The Human Abstract,,Metal,6p8wOMaY7kIG8T1gM0dHOh
Complex Terms,5:11,The Human Abstract,Digital Veil,Metal,6p8wOMaY7kIG8T1gM0dHOh
Commissioned By Kings,3:43,"Oh, Sleeper",,Christian Metal,6v7YrBWPChSde22vuUF43F
Commissioned By Kings,3:43,"Oh, Sleeper",Son of the Morning,Christian Metal,6v7YrBWPChSde22vuUF43F
The Comfort We Find in Our Vices,4:17,Eidola,Degeneraterra,Rock,6acx0KarwUCnFGK7s4lf4r
The Comedown,4:09,Bring Me The Horizon,Suicide Season,Deathcore,7FlYbHhLM1gstJjYcZ5Bnj
Come Sail Away,6:07,Styx,The Grand Illusion,Rock,0PsbWiVtix5FoTZ1s00mEl
"Come On, Come Over",3:53,Jaco Pastorius,Jaco (Original Soundtrack),Soundtrack,4RflGBhUpxjrs2fMJD0QVX
Come On Over,3:23,Yelawolf,Arena Rap (EP),Hip-Hop/Rap,6FzAI4Mr2oR1ty059xeRej
Come Close,3:16,Saosin,Saosin [Clean],Alternative,1GRIIcHnJVRNEi2K5evTUi
The Coma Machine,7:36,Between the Buried and Me,Coma Ecliptic,Metal,5EM6ySpK1SYeof4jm72psM
Colossal,3:48,Scale The Summit,,Progressive Metal,3c8a3Zc5cceRSDYusbNXG3
Colossal,3:48,Scale The Summit,The Collective,Progressive Metal,3c8a3Zc5cceRSDYusbNXG3
Colors Speak True,4:06,Tides of Man,,Rock,2BIolSZstve6zl7ds5uh1K
Colors Speak True,4:06,Tides of Man,Empire Theory,Rock,2BIolSZstve6zl7ds5uh1K
The Color Black,4:03,Dayseeker,Sleeptalk,Hard Rock,1WOugzlcgAGDkkERsIZ5N6
The Collapse of the Great Tide Cliffs,5:34,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative,33JZoZizAc3VRUTH9ZNNvb
Collapse,3:15,Saosin,Saosin [Clean],Alternative,4iLRzDTNc3NbTyQ0w5cAOd
Collapse,4:46,Anchor & Braille,The Quiet Life,Rock,5AKExY1sx8kj2523ZE0FYX
The Coldest Heart,3:40,The Classic Crime,Albatross,Rock,1ZjlJhszI9nBsWrv0HeL5c
"Colder Than My Heart, If You Can Imagine",4:03,A Day to Remember,,Alternative,6WohSRdVFCZUbKOAce1mfK
"Colder Than My Heart, If You Can Imagine",4:03,A Day to Remember,For Those Who Have Heart,Alternative,6WohSRdVFCZUbKOAce1mfK
Cold War Transmissions,3:13,Anberlin,Blueprints For The Black Market,Alternative,3wQWytGtqpri0RsHbz9Cjf
Cold Sweat,2:32,Axel Mansoor,Cold Sweat - Single,Pop,0mvIqnPTy01sQ8EM84ckJ1
Cold As Ice,3:16,Foreigner,The Very Best of Foreigner,Rock,7vidktgNZFQylTgH1GEnMs
Coffee,0:59,Marc Rebillet,Loop Daddy III,R&B/Soul,3g91iPl5VWihkIKg16YTQJ
Coda (Bonus Track),4:43,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack) [Deluxe Version],Soundtrack,7i1sruRSxdrwhn8ZVCJjO6
Coconut Grove,2:41,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop,7KhqTPA2HROMOeOlAyPxZo
Cocky,3:34,Tilian,The Skeptic,Alternative,2Qo16mkkHuu8qayp2JN32R
Cockroach King,8:15,Haken,The Mountain,Metal,0J1CIpL8IuUf0OyijwkMFj
Coast to Coast,3:12,Gold Necklace,Gold Necklace,Rock,2Dx16Vkoa1l6ythEauJAOt
Coalescing Prophecy,3:24,Job For A Cowboy,,Death Metal,7Ak0GDj0n1PBPp68q5ypQX
Coalescing Prophecy,3:24,Job For A Cowboy,Genesis,Death Metal,7Ak0GDj0n1PBPp68q5ypQX
Clush,4:10,Isles And Glaciers,The Hearts Of Lonely People,Alternative & Punk,20Fh7atcBvxOwVmmBhen9Q
The Club,4:10,Macklemore,,Seattle Underground,
The Club,4:10,Macklemore,The Unplanned Mixtape,Seattle Underground,
Clown,1:38,Manuel Gardner Fernandes,Volume I,Pop,48z2iMdsc5Ik9Yq2TrqgNz
Cloudy,2:18,Simon & Garfunkel,"Parsley, Sage, Rosemary and Thyme",Pop,3C3F1scQRdhKRH1IBbszEE
Closure,3:57,Unprocessed,Artificial Void,Metal,2DYxU58FQ74ScQM2esrrJi
Closer To The Edge,4:34,30 Seconds To Mars,This Is War,Alt. Rock,
Closer Than We Think,4:07,The Classic Crime,The Silver Cord,Rock,6rhFhJDKRdp5txuJax94G0
CLOSER & FARTHER,2:41,Anchor & Braille,TENSION,Indie Rock,4s75QvImPzc11VT5E2cnO1
Closer,3:18,Unprocessed,Gold,Alternative,4HzthhGEmGVGBLUIpaZI8t
Closer,3:47,Anberlin,"Dark Is The Way, Light Is A Place",Alternative,7hYRRo6nE3ZghrlMSp0ipk
Closed Eyes Still Look Forward,3:28,Chiodos,Illuminaudio,Punk,01Qfq6GypDqypr7mVPvzrI
A Climate For Change,3:39,Evan Brewer,Alone,Other,0VjWy342fCrk22whpFx7mz
Clean,2:43,Marc Rebillet,Loop Daddy III,R&B/Soul,3co2xpfLsR8dF9cY8BINhj
Claws of a God,2:43,"Oh, Sleeper",Children Of Fire,Metalcore,7pJn3HbDqX1ZPHfxkG9wzH
Claw Trucks,5:32,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack,0DbrQ5CGOwjB6D8X9NZGGF
Classical Thump,4:40,Victor Wooten,A Show of Hands 15,Jazz,3l3lCbzWLXi9FS4tQ3HSzZ
Claimin The City (featuring Abyssinian Creole),4:28,Macklemore,The Language Of My World,Seattle Underground,
City In The Sky,5:03,Scale The Summit,Carving Desert Canyons,Prog Tech Metal,1ILheWuypHpVuTWiZ0PTKA
City Hall,6:37,Upon A Burning Body,,Deathcore,7IUawW0jTv6JfMPdSKSlJW
City Hall,6:37,Upon A Burning Body,The World Is Ours,Deathcore,7IUawW0jTv6JfMPdSKSlJW
City Don't Sleep (featuring Don-P),3:31,Macklemore,The Language Of My World,Seattle Underground,
City Boy Blues,4:06,Action Bronson,Mr. Wonderful,Hip-Hop/Rap,2hMNP81ebBKjVs3D7CMG3p
Citadel,1:29,Agent Fresco,Destrier,Alternative,74jxYF8lh7qTWzEkY4OxyX
Circles,3:48,B.o.B,Strange Clouds,Hip-Hop,03kA9Yu3y69Vxo5I3HxeNd
Cinnamon,3:06,Emarosa,Sting,Pop,1gRWoklE6IT3eVP7mSlFwd
The Church of the Technochrist,6:46,Closure In Moscow,Pink Lemonade,Alternative,0Jww3QlEuFAl7d4Ysz6NFv
Church (Ft Geo Of Blue Scholars),3:53,Macklemore,The Unplanned Mixtape,Seattle Underground,
Chucky vs. The Giant Tortoise,3:56,Dance Gavin Dance,Mothership,Rock,44Ssjb20kLO6FshLp0gNZE
Chromology,9:49,Thank You Scientist,Terraformer,Rock,2cyUvWSxHiTzwdMsdFQRhZ
The Choreographer,3:12,Action Bronson,Blue Chips 7000,Hip-Hop/Rap,0xiqytHGhEf81aK1oSBmc3
Chop Chop Chop,4:07,Action Bronson,Blue Chips 7000,Hip-Hop/Rap,1nycE6YlxjlIkvgjb6plsJ
CHOP ANOTHER ROCK,4:27,RiFF RaFF,Hologram Panda,,5wFvirRj9mxmDyj8AgTUy1
Chocolate Jackalope,3:50,Dance Gavin Dance,Mothership,Rock,6m1njvWGl1t1YSczTG8Nu1
Chinese Whispers,4:07,The Dillinger Escape Plan,Option Paralysis,,3SH6SUXiafCBvdw7e0eepg
Chimera (feat. Lil West),3:57,Polyphia,Remember That You Will Die,Rock,5aVKIdM550lRzk7rFbPcF7
Children of Fire,3:29,"Oh, Sleeper",Children Of Fire,Metalcore,0rYM1u1oZxuWGxbnf4AZ3d
Children of Divorce (Acoustic),3:55,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Acoustic,
Children of Divorce,3:59,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Rock,1kNpW2a50rm2HuouIRTjyT
Children,2:39,Manuel Gardner Fernandes,Volume I,Pop,4L5tfl98QRx79Hw5e0d3rR
Chewing the Stitch,3:08,"Oh, Sleeper",Children Of Fire,Metalcore,4H5kTrbHiFVxltIRGSxfUC
Cherokee,4:10,Europe,Hot Rod,Soundtrack,2Gah9qQMVdxCZJllU9HmnZ
Chemicals,3:36,Tilian,Material Me,Pop,5OmsRoNP2H5TIK7PMMxM7o
Chemical Kids And Mechanical Brides,3:41,Pierce The Veil,A Flair For The Dramatic,Punk,2k3fs1S5gYqwzN8G2QDXiJ
Chemical Fires,3:59,Tides of Man,Dreamhouse,Rock,0l76tl6R5oTteCxcPst5hc
Chelsea Smile,5:03,Bring Me The Horizon,Suicide Season,Deathcore,3eSnqrgqm1R0mkgz80Cpzq
Checkpoint,3:06,Chon,Homey,Rock,1gKdmbfB2zY7e7jYzjbKeG
The Cheap Bouquet,3:49,Pierce The Veil,A Flair For The Dramatic,Punk,5hC3nG6GuJoTUZixqS0Co4
Chase,3:10,Giorgio Moroder,Hot Rod,Soundtrack,3CgonfeyRh23O9F4aKiIbW
CHARGERS (Prod. SK The Hit Man),3:47,RiFF RaFF,Hologram Panda,,
Chapter Doof (Extended Version),7:05,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack,5cDtcO6FG1mLWqqztcCu2B
Chaos in Motion,3:15,I the Mighty,Where the Mind Wants to Go / Where You Let It Go,Alternative,7aZmqNTHBkqWF7tzCwgotE
Channel Detritus,5:28,The Human Abstract,Nocturne,Rock,306BKSUMYTZQZ5ztX5o5a5
Changing,3:47,Saosin,In Search Of Solid Ground,Alternative & Punk,4C3osHVXn7trOxSBc8AuhX
Change The World (Lost Ones),4:00,Anberlin,Blueprints For The Black Market,Alternative,2zPsE3cmYzvywWdN2YENGr
Change,3:12,Yelawolf,Love Story,Hip-Hop/Rap,5utv22i6vp4lOQt17JAOo8
Chandelier (feat. Lauriana Mae),4:00,B.o.B,Strange Clouds,Hip-Hop,5oBzet0pFpm9tEz5pUmdK1
Champagne's for Celebrating (I'll Have a Martini),3:57,Mayday Parade,A Lesson in Romantics,Alternative,33ABcIWvTPoFden0sD7qki
Champagne (feat. Nick Johnston),4:25,Polyphia,Muse,Rock,
The Chairman’s Intent,2:44,Action Bronson,Blue Chips 7000,Hip-Hop/Rap,1heFl7oWexOz1jGrUJS92K
Ch-Check It Out,3:12,Beastie Boys,To the 5 Boroughs (Deluxe Version),Hip-Hop/Rap,56H98l4uinRifnTH8e308N
CH 375 268 277 ARS,2:32,The Dillinger Escape Plan,One Of Us Is The Killer,Rock,7onuhdTsnczimZJUb56RMb
Cerberus - The Hellhound Awaits,4:28,The Showdown,Back Breaker,Rock/Metal,73amw2D0wjNCYaXtS5h5u1
Century,2:55,Julian Lage,World's Fair,Jazz,3f5mytqGu5Ig0WCsten36Y
Cemetery Weather,7:00,Isles And Glaciers,The Hearts Of Lonely People,Alternative & Punk,18O3a7KOYuFMqD5ASFQCTa
"Cello Sonata in G Minor, Op. 65: III. Largo",3:29,Bernd Glemser & Maria Kliegel,50 of the Best: Chopin,Classical,7bQCeOXqyYg7GlbSrUVvuw
Celestial Terrestrial Commuters,5:21,Trioscapes,Separate Realities,Jazz,6vmDfHUTSE0UtA5DwHngfq
Cecilia,2:53,Simon & Garfunkel,,,6QhXQOpyYvbpdbyjgAqKdY
Cecilia,2:53,Simon & Garfunkel,Greatest Hits,,6QhXQOpyYvbpdbyjgAqKdY
Cecilia,2:55,Simon & Garfunkel,Bridge Over Troubled Water,Pop,6QhXQOpyYvbpdbyjgAqKdY
Cecilia,2:55,Simon & Garfunkel,Bridge Over Troubled Water,Pop,6QhXQOpyYvbpdbyjgAqKdY
Caves,3:40,Chiodos,Illuminaudio,Punk,6hCn4yPyQxnaLXbqwfAOYG
Caverns,7:06,Thank You Scientist,Stranger Heads Prevail,Rock,5WioPT2vNgWmDdkADXjyMx
The Cave,3:38,Mumford & Sons,,,3vUn7FE3ZaQgJmkhIrIirF
The Cave,3:38,Mumford & Sons,Sigh No More,,3vUn7FE3ZaQgJmkhIrIirF
Caution: Dangerous Curves Ahead,3:22,Maylene & The Sons of Disaster,Maylene & The Sons of Disaster,Rock,7w1MG0KTklcEZ7poLLmSXK
Caustic Prayer,3:39,Eidola,The Architect,Rock,2ic3opzyBnF8qWflSifVGd
'Cause I'm a Man,4:02,Tame Impala,Currents,Alternative,2O99aywAVBhaPrsiJ6zbSS
Cause For Concern,5:11,Evan Brewer,Your Itinerary,Rock,3oSBhIdNEpKbcTCqpcRL8V
Caught Up In You,4:05,We The Kings,Punk Goes Classic Rock,,2rlL85e6Xtus5gEPAU9k7d
Caught In The Carousel,2:58,Tilian,Factory Reset,Alternative,53hrG1BDoNToWvV55HRyyu
Catharsis For The Buried,1:00,Job For A Cowboy,DOOM,Grindcore,0r9xptoYujbdroOoGLzvA4
Catfish Billy 2,3:18,Yelawolf,Trunk Muzik 3,Hip-Hop/Rap,2mvn2MHPnPJeqgDrZKDnQZ
Catfish Billy,4:22,Yelawolf,Trunk Muzik Returns,,2mvn2MHPnPJeqgDrZKDnQZ
Catch You On The Other Side,4:35,Yelawolf & Shooter Jennings,Sometimes Y,Rock,485FtyxzokVOLaCXMrkTSA
Catch & Release,3:25,Thomas Giles,Pulse,,3gyfi7d0s2GO8C5aVt3Rzo
The Catch,3:19,Yelawolf & DJ Muggs,Mile Zero,Hip-Hop/Rap,
Cat and Mouse,3:29,The Red Jumpsuit Apparatus,Don't You Fake It,Rock,4aZirFFDJlUUuvhpjY5cAH
Castles (feat. Trey Songz),3:55,B.o.B,Strange Clouds,Hip-Hop,4zhRQASMDW7azUUFpCs2m2
Casting Dreams,2:40,Kurt Travis,Everything Is Beautiful,Alternative,1rMid3LwidD2vMW9DXYH2a
Castaways,2:26,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack,2lNp8kRfLuynYzYDRP8XyF
Castaway Angels,4:53,Leprous,Aphelion,Rock,7il399lezGveBfUpkTT4gh
Cashing Your Reality Check,3:26,Settle Your Scores,The Wilderness,Rock,0MA2KPJSwDlyuZsn9AObCe
Cascade,6:00,Plini,Handmade Cities,Metal,4uehGJ2tDdzmbZVeV8E3pX
Cascade,5:12,The Dear Hunter,Act V: Hymns with the Devil in Confessional,Alternative,1eE1sb2OB7GDWlFbCKGnMl
Casablanca Sucked Anyways.,2:57,A Day to Remember,Old Record,Alternative,2Xs4Lkxjb2UIpesj0f0iV9
Carve,2:49,Dance Gavin Dance,Acceptance Speech 2.0,Rock,3hcovt5ftpN3f7FL3KplLA
Carve,2:49,Dance Gavin Dance,Acceptance Speech,Rock,3hcovt5ftpN3f7FL3KplLA
Carry On Wayward Son,5:24,Kansas,,,4DMKwE2E2iYDKY01C335Uw
Carry On Wayward Son,5:23,Kansas,Kansas,Rock,4DMKwE2E2iYDKY01C335Uw
Carry On Wayward Son,5:24,Kansas,The Best Of Kansas,,4DMKwE2E2iYDKY01C335Uw
The Carpenter and the Dainty Bride,6:36,Primus,Animals Should Not Try to Act Like People: Promo de Fromage - EP,Hard Rock,7mfwvRjOa50Jhi8aagqO6O
Carpathian Forest,4:37,Heilung,Lifa,Worldwide,0g6sQI4LoMq1gwyytgXtUq
The Carpathian,3:18,The Acacia Strain,Wormwood,Rock,1mecmGWlkkXnSWbvcP7ArF
The Carpal Tunnel of Love,3:24,Fall Out Boy,Infinity On High,Rock,6FAUi2Xm6RCF0wpwG8oXGZ
Carousel (instrumental),10:30,Haken,Virus (Deluxe Edition),Rock,4KQqBIjtxLVJ8FsWk9SuoT
Carousel,10:30,Haken,Virus (Deluxe Edition),Rock,1jQPunOB4OaWI9NTLV4564
Carnival,6:33,Thank You Scientist,Maps of Non - Existent Places,Rock,3HckAQ3rK4pt8esIdrSs61
Carlito's Way,2:54,Upon A Burning Body,,Deathcore,4o9Qu3fHtjIvL7bbfQoSLl
Carlito's Way,2:54,Upon A Burning Body,The World Is Ours,Deathcore,4o9Qu3fHtjIvL7bbfQoSLl
Carl Barker (Tree City Sessions),5:19,Dance Gavin Dance,Tree City Sessions,Rock,4nwqJ6OYIIrpTmiHLeBJl6
Care,4:26,Dance Gavin Dance,Artificial Selection,Rock,73XEi2vkcuHWF2m9wiOfbu
Cardigans And Swing Sets,2:18,Craig Owens,,General Alternative Rock,67gHNwcSaoT0o5HM6dx12h
Cardigans And Swing Sets,2:18,Craig Owens,Mε την αγάπη (With Love),General Alternative Rock,67gHNwcSaoT0o5HM6dx12h
Caraphernelia,4:29,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore,2G8PweZBBwTpyP8vpNQJK2
"Captain Hook (feat. Baby Theo, Bootsy Collins & Mushy Kay)",2:41,Vulfpeck,Mr Finish Line,Funk,7lRcgHSDeMptAKbUXaJFxq
Canyons Sunrise Reprise,7:46,Tame Impala,InnerSpeaker B-Sides & Remixes - EP,Alternative,6eSbtDJrtfUNT1JVvCE7Lw
The Canopy,3:52,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative,3afsn8CD578cTQIRO0Mpk6
Candy And Dreams,4:14,Yelawolf,Arena Rap (EP),Hip-Hop/Rap,64efXhDlTwgMdBMbGeWE5a
Cancer,2:23,My Chemical Romance,The Black Parade,Alternative,0GgN4MhR5GKn5IcKN0e0rG
Canary Yellow (instrumental),4:15,Haken,Virus (Deluxe Edition),Rock,6S9JCmZD6WfL5uhb8HrTRr
Canary Yellow,4:15,Haken,Virus (Deluxe Edition),Rock,2Fyvea6eFWXMKLmVfOeite
Can't Wait,3:09,Chon,Grow,Rock,
Can't Stop the Killer,3:33,Emery,I'm Only a Man (Bonus Track Version),Rock,
Can You Keep A Secret?,3:51,The Cab,Whisper War,Alternative,33Rex6zjk3FhgotMVWDtkD
CAN WE CHiLL (Prod. by Dame Grease),1:44,RiFF RaFF,Hologram Panda,,
Can It Be,3:06,Yelawolf,Best Of Freestyles,,
Campfire Song,2:06,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack,6LReuuVDN1YAoRkdxUe1Cs
"Calm, Calm, Calm Yourself",2:43,Anchor & Braille,Felt,Alternative,2fCJIVo0Kj2Q46KmK6HUfN
Call Me Back,3:00,Gold Necklace,Gold Necklace,Rock,7EEMOoW9euKyTfsu3pEFiJ
Calentamiento Global,3:58,Dance Gavin Dance,Afterburner,Rock,7Dju1FHuCiOlOkIXyNYKOU
CAFO,6:41,Animals As Leaders,Animals As Leaders,Progressive Metal,1ZfnGTUnha3QHj3KFmub0W
Cadence [Acoustic Version],3:29,Anberlin,Lost Songs,Alternative,
Cadence,3:18,Anberlin,Blueprints For The Black Market,Alternative,0Fowr6vlOSn5Y1VrDUSd5C
C'est La Vie,2:45,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap,
C'est la Vie,3:32,Protest The Hero,Scurrilous,Metal,
C'est la Mort,2:30,The Civil Wars,Barton Hollow,Singer/Songwriter,0P4alehNF6Hobcvm4s2sUT
Bye Bye Love (Live),2:53,Simon & Garfunkel,Bridge Over Troubled Water,Pop,1tk4uuDWxk0DTx2X5rGSxe
By My Throne,5:45,Leprous,Pitfalls,Hard Rock,21pePq6U6HrebEmL5g7ro9
Buttersnips,5:54,Periphery,Periphery [Instrumental Version],Metal,68A6mCpuzTJ0BfRjZpM3a9
Buttersnips,5:54,Periphery,Periphery,Metal,68A6mCpuzTJ0BfRjZpM3a9
Butterflies,1:21,Manuel Gardner Fernandes,Volume I,Pop,1GYHzRnkXIskrf6uvms7N1
Butchering The Enlightened,3:30,Job For A Cowboy,Ruination,Technical Death Metal,63GHSReGcgOqAVVLLI3wdO
But There's Wolves,4:05,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative,5pyL5ZnXNr1U7miRhSZvu1
But,3:53,Chon,Grow,Rock,4XFAtYHejtVnNuGHWYa2ay
Busy Being Fabulous,4:21,The Eagles,Long Road Out Of Eden [Disc 1],Rock,63iYDVZ0B2KwILCtwoU7aV
Busy,3:06,Axel Mansoor,Busy - Single,Pop,6UHLxrXBUbh4h9hxr1DqZY
Business Casual (feat. Coco O.),3:04,Vulfpeck,Mr Finish Line,Funk,58HemMGxAnAVkRMtzm7miy
Bush Song,2:52,Macklemore,The Language Of My World,Seattle Underground,1QTaWQcd85fjVcVNiBkHxz
Bury Your Head,3:34,Saosin,Saosin [Clean],Alternative,663XpYXOdyF2zv4bTIXffh
Burning to the End (feat. Axel Mansoor & Kelsey Jane),3:20,Starvon,Burning to the End (feat. Axel Mansoor & Kelsey Jane) - Single,Electronic,169HXrWcVCLoCqbD1T7GWU
Burning Pages,2:41,Jonny Craig,The Places We'll Never Be,R&B/Soul,0IkjaIa0zlkCHHkqa1QgFH
Burning Our Morals Away,3:12,SLAVES,Routine Breathing,Rock,3PjN1WBXQEeySJtqIBZS1G
Burn the Witches,3:13,Maylene and the Sons of Disaster,Burn the Witches - Single,Metal,3l9RMFnDHts0FQiJbnhPXf
Burn Out Brighter (Northern Lights),3:34,Anberlin,New Surrender,Alternative,5axTRz2jsuNqc5WZrIvo2O
Burn Out,3:42,Yelawolf,Stereo,,
Burial Plot,3:58,Dayseeker,Sleeptalk,Hard Rock,0v1QET6Q1YD7HQK4FBT8on
Bulls In The Bronx,4:28,Pierce The Veil,Collide With The Sky,Alternative,23UoI3jlFiWdo5jadUYo69
Bulletproof Love (Acoustic),3:57,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore,
Bulletproof Love,3:57,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore,6bGac1gBHs7kUKihrudMzq
Bulletproof,3:29,Family Force 5,Punk Goes Pop 3,Rock,1GEQPkDheo41zvzaogBYxV
Builty of the crime,7:07,The Eagles,Long Road Out Of Eden [Disc 2],Rock,
Bubble Dream,2:52,Chon,Newborn Sun,Rock,0mnyjCNu9XUi5dv0JD3UqM
BTM FDR,3:51,The Acacia Strain,Wormwood,Rock,20alRtQTZUvP9npGIWJgfe
Brown Sugar,4:55,Yelawolf,Stereo,,
Brothers In Arms,4:22,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack,0rljrAA4HuyJxO5Y4ksY4S
Brothers,4:38,Axel Mansoor,Somerset - EP,Singer/Songwriter,3JFYcFWaP3V5GEea7jjumn
Broken VS the way we were born,4:32,Emarosa,Emarosa,Rock,2KZiEc1vcNfnUFXOxRocOm
Broken Statues,3:42,We Came As Romans,To Plant A Seed,Post-hardcore/Metalcore,2ZabuwcOQC1RZ71x1RdrQ9
Broken Bodies,3:35,Ivoryline,Vessels,Rock,0ik1ulkeeSO7ECn3QEQZKj
Bring It Down,2:16,The Showdown,,Christian Metal,3KaI21wgPetI6Cg1DqaMQx
Bring It Down,2:16,The Showdown,Blood In The Gears,Christian Metal,3KaI21wgPetI6Cg1DqaMQx
Bridge Over Troubled Water [live],4:52,Simon & Garfunkel,,,2BBk6ixfrzp4NJDP8D68XM
Bridge Over Troubled Water [live],4:52,Simon & Garfunkel,Greatest Hits,,2BBk6ixfrzp4NJDP8D68XM
Bridge Over Troubled Water,4:56,Simon & Garfunkel,Bridge Over Troubled Water,Pop,6l8EbYRtQMgKOyc1gcDHF9
Bridge Over Troubled Water,4:56,Simon & Garfunkel,Bridge Over Troubled Water,Pop,6l8EbYRtQMgKOyc1gcDHF9
Brick In The Wall,4:03,Yelawolf,Stereo,,
Breeding Violence (Big Chocolate Remix),2:52,Whitechapel,,,0xtwxtFzlbGaRfw0yGrwEk
Breeding Violence (Big Chocolate Remix),2:52,Whitechapel,Recorrupted EP,,0xtwxtFzlbGaRfw0yGrwEk
Breathing Blood,4:11,"Oh, Sleeper",,Christian Metal,36u4hsvPOGrZxvHmbCswhf
Breathing Blood,4:11,"Oh, Sleeper",Son of the Morning,Christian Metal,36u4hsvPOGrZxvHmbCswhf
"Breathe In, Breathe Out",0:56,Between the Buried and Me,Alaska (2020 Remix / Remaster),Metal,2CpefJWYMlUIY7SRFq7R6w
Breathe featuring Fly Friday,4:11,Yelawolf,Creek Water,,3KtP0cTEhaVfJOF6PCCKIF
Breathe Deeper,6:13,Tame Impala,The Slow Rush,Alternative,4GR298CfZNzrVqYNB8PlTS
Breathe,1:32,Tilian,Factory Reset,Alternative,6SAv4eBtvZ1GCacjCjJZxR
Breathe,1:56,Intervals,Avw // Instrumental,Metal,25pyHbO5HPBt4bNJGBR3Wp
Breathe,3:35,Anberlin,New Surrender,Alternative,3p28GfOcc7VThulJK7QDw4
Breaking (Alternate Acoustic),3:22,Anberlin,New Surrender,Alternative,
Breaking,3:26,Anberlin,New Surrender,Alternative,4rlZSOs9kOzMh6zWZEqblY
Break The Chain,3:52,Yelawolf,Stereo,,
Break Away,3:20,Riff Raff,The Golden Alien,Hip-Hop/Rap,0mesXkmrqDgQRsvwrf7RZZ
Bravery,3:59,Ivoryline,There Came A Lion,Alternative Rock,6beRIRwPTiIL809Lcn4KYn
Brass Monkey,2:37,Beastie Boys,Licensed to Ill,Hip-Hop/Rap,2tY1gxCKslfXLFpFofYmJQ
Brass Monkey,2:37,Beastie Boys,Licensed to Ill,Hip-Hop/Rap,2tY1gxCKslfXLFpFofYmJQ
Brand New Car,2:22,Action Bronson,Mr. Wonderful,Hip-Hop/Rap,4hByccjFgwspJb9xjO63I3
Brain Lord,2:38,Kurt Travis,Everything Is Beautiful,Alternative,7nqHFgTxu28kF0fWGoODnf
Boyz In The Woodz,2:22,Yelawolf,Ball Of Flames The Ballad Of Slick Rick,,
The Boy Who Could Fly,5:08,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore,635K4hTo5J8d7q8qhfcTMH
The Boxer,5:11,Simon & Garfunkel,Greatest Hits,,76TZCvJ8GitQ2FA1q5dKu0
The Boxer,5:13,Simon & Garfunkel,Bridge Over Troubled Water,Pop,76TZCvJ8GitQ2FA1q5dKu0
The Boxer,5:13,Simon & Garfunkel,Bridge Over Troubled Water,Pop,76TZCvJ8GitQ2FA1q5dKu0
"Box Chevy, Part 3",4:24,Yelawolf Feat. Rittz,Trunk Muzik,,
Box Chevy V,3:30,Yelawolf,Love Story,Hip-Hop/Rap,4DlyibZTP0atkiRk5OhQXK
Box Chevy Part 4,5:11,Yelawolf,Trunk Muzik Returns,,
Box Chevy 7,4:04,Yelawolf,Ghetto Cowboy,Hip-Hop/Rap,2yNlrEVVEnvTAWcsIKggUW
Box Chevy 6,4:58,Yelawolf,Trunk Muzik 3,Hip-Hop/Rap,1H05u9gUX86XDLcSF75PZD
