name,artist,album,spotify_id,duration_ms
Da Supafriendz,Vast Aire,Look Mom... No Hands,5cKn5FOPz6NcdtdFoCDHEv,180226
Mind Of A Junkie,Anders Osborne,Black Eye Galaxy,1TO4RgjyxvQenptaAMqi3w,449146
Never Catch Me,Flying Lotus,You're Dead! (Deluxe Edition),7j4meQkdoe8VcvVgApCxFe,234486
Better Days,Graham Nash,Songs For Beginners,28s5iRbX62GZG2ReZTLKDa,230173
Brighter Future,Big Gigantic,Brighter Future,5W4FC1KKnnDJB6L7HlkcS6,227027
Dead Man's Tetris - Instrumental,Flying Lotus,You're Dead! (Deluxe Edition),1AUT1mb9S6CjPDZ4yDI38J,145602
I Shall Be Released,Jerry Garcia Band,Jerry Garcia Band,3c2bcTbRwMSszpTWa0KiRi,566493
Fiesta De Los Feos,Spam Allstars,Introducing Spam Allstars,5YiYywab5Rak5oSuzTthh2,357173
Uptown Boys,Netherfriends,P3ace,2YouqYog7JYsVXqgxBikIi,135448
Turning on the Large Hadron Collider,Neat Beats,Cosmic Surgery,6tumJxsgvYRUEZMmfVtD7r,234947
Floating,Jape,The Monkeys In The Zoo Have More Fun Than Me,0gwOAyMVrNKUMpl03qjxqp,255000
It's A Great Day To Be Alive,Travis Tritt,Down The Road I Go,3oW6SWwGqiZSPTiAp7ZQoH,241533
$ (feat. Donnie Trumpet),DRAM,Gahdamn!,3UWMvlNnUHjY48CfhvfOOg,203373
Athens,Charlie Hunter,Baboon Strength,4LDUpjwQJWZMW9dMV4D3Az,163320
I Get's My Boogie On,T Bird and the Breaks,Never Get Out of This Funk Alive,0eByS8fRy2pSmKBww6Sdmn,250408
Never Say No,Robby Hunter Band,Magic City Hippies,1F720pMdxXgAWm63LswHb8,196383
Today's Your Day (Wachagonedu?),Fatlip,The Loneliest Punk,0VdtuykfOmGNeJAEBxzSqL,262321
Montego Bay Spleen,St Germain,Tourist (Remastered),38LpbjQx5XAA95pb7AGRnE,385677
Green Light,Jonwayne,Jonwayne Is Retired - EP,1SLw3yyyyaA7JVNJMCiOQK,292787
Hurricane Season,Trombone Shorty,Backatown,10yqXWUbVgZy0XzonDOIgs,200000
Express Yourself,Charles Wright,Music For The Times We Live In,271NofhzcQo2QHGZ4ZGnV7,247133
All The Time,Bahamas,Bahamas is Afie,40WXqoyOLAAugGmJWZU1FY,234973
Good Times,The Persuasions,Street Corner Symphony,0TBTdHyA8EERqhT5UkwvDB,162560
Genius of Love - Live,Tom Tom Club,Genius Of Live,0mLW6NzWAJtaoDkZavZEWQ,435866
Black Cow,Steely Dan,Aja,66e2KstOkIo6V9PyDXWo3w,310226
Ganja Babe,Michael Franti & Spearhead,Chocolate Supa Highway,5lUSZJtxtSTm17PiRMsd0D,214306
Dram,Ikebe Shakedown,Stone by Stone,2z3HXHcCac7pLNPjwThKHK,243693
Refuge,Ikebe Shakedown,Ikebe Shakedown,7ghNoNSn6qDD8NDqFACNSi,253026
Canned Music,Dan Hicks & His Hot Licks,Original Recordings,7fQ1LfrmCEt6wXtBsW0xwG,245026
Coconut Girl,Brother Noland,Brother Noland - A Collection of His Greatest Hits,0pUh9vL0brGUJcVwEQnz1V,215266
Bad and Boujee (feat. Lil Uzi Vert),Migos,Bad and Boujee (feat. Lil Uzi Vert),1FvU97lrWOG2NRxErh6OZz,334466
Treme Lyfe,Corey Henry,Lapeitah,2rST33YTgyqjspgwGPiRKh,257693
Back to Me,Moonchild,Be Free,0Y0JVqSlj8J512B5kjKekP,223026
It's Gonna Be A Good Day,BLO,Phases 1972-1982,3Perbj2lHtQInakz5rJcd6,259040
Caroline,Aminé,Caroline,5GFDrUTLGJix84sNhjCG0g,209746
Jimi Thing,Dave Matthews Band,Under the Table and Dreaming (Expanded Edition),6aLZkgAUXzk1iCWYL4UVev,357173
Eastwood Dub,King Tubby,King At The Control,14mL2VQTIe42uFmpnMdmVV,293817
Move on Up,The Dynamics,Version Excursions,3LYPjOwZU5rw07YM5I8YRg,359213
Runnin Thru My Dreams,Sunny Levine,Hush Now,16jfJeExr91K1XNuqDjsoC,254728
How It Felt,Ryan Hemsworth,How It Felt,2r3HZEp88q60WQGg9jRxNy,229331
I'm a Ram,Al Green,Gets Next To You,00tygVu9Jqie5Vk9VqPhF5,227480
Where I'm From - LP Version/2005 Digital Remaster,Digable Planets,Beyond The Spectrum - The Creamy Spy Chronicles,4UShAgh3px43McPgC28RHa,279440
His Love Holy Spirit,Ron Brown,In The Spirit,06BOm8xzLLQUOQErAee7Gr,314693
Fever,Night Panther,Night Panther,2iRZFXX6avnZepEKyzs1kP,240545
Porque,Grupo Fantasma,Problemas,3enEisYisNVLXOF8WFpHBM,179185
Cayman Review,Trey Anastasio,Trey Anastasio (U.S. Version),2XXGM19E3Zp32Tkr0S4vEA,255933
Come on and Move Me,Celeste Krishna,"Those Words, Those Frames",0k6hxzX5C047LD8NXHMckp,216973
Oh Louisiana,Chuck Berry,Have Mercy - His Complete Chess Recordings 1969 - 1974,7mLDS58f3LlGBaST0uVSge,268573
I-69,Roman GianArthur,I-69,2oORAKlxaN20gTXUPW4htz,245282
Bam Bam,Sister Nancy,One Two,7cKLOenzViwzoHJWciMIrj,196506
Small Town Talk,Bobby Charles,Bobby Charles [w/ Bonus Tracks],4QVdu4NSri0nezLXOGJsHF,209773
Red Clay,Jack Wilkins,Windows,1MDmOTjoaXsP7mqmGh029g,298798
Like a Child,Oketo,Oketo,5iYoNasLiEiinDUAkyPjyY,347493
Saving a Life,Richard Houghten,Sonata De Grillo,2wCzZLZbaNMcYyeatBNHof,159117
I Can't Stop (Ekali Tribute),Flux Pavilion,I Can't Stop (Ekali Tribute),78dCtB2aBu8n7HZqJocrMn,238344
"Stacks (feat. Quavo, Tinie Tempah & Cesqeaux)",Yellow Claw,Los Amsterdam,5yNgZfToWkYr5WZvtJqi8W,257127
Oh Sweet Nuthin',Hollis Brown,Gets Loaded,0ADv31kSJhI1VSCQqBbXUU,467026
Sentimental Trash,Sweet Valley,Eternal Champ,6ULQ7r0RFDfFTyQKQbQHyz,186396
P-Funk (Wants To Get Funked Up),Parliament,Mothership Connection,0GIfaHgivfBCV67eYF996A,461160
Naive Melody (This Must Be the Place) [Live],Perpetual Groove,Sweet Oblivious Antidote (Live),2GZQdmE8HvruvMKKeGgY7L,471071
Passin' Me By - Hot Chip Remix,The Pharcyde,Passin' Me By (Hot Chip Remix),4hyyudDZu1suEggY4y7pl5,357000
Good Feel,Boy Named Banjo,Long Story Short,10iSvdIATjhC5LPEkvadni,344207
Bees,Caribou,The Milk of Human Kindness,3ZKI571IyBKZPHq1UiQ2Sw,323666
Dance All Night,Tnertle,MataMata,65nzNgQOFEE8gmp5AmBrjW,213626
The Art of Organized Noize,Organized Noize,The Art of Organized Noize,3oVC4pZwKnJWSvGHswX0nK,277899
Beach Dr.,Oddisee,Rock Creek Park,4WlaOWCgugyGDxD3gyeWtY,322857
Water,Jamaican Queens,Water,1pVzZOfj9bwB42l4Mz2qJH,260399
Smoovin,The Floozies,A Vice of My Own,5sWWMfExlFKhar6EmIqENx,295720
Opus One,Russ Liquid,Purple,3SQyguPI469Poain6nfS8e,317140
Homage Sliders,Tipper,Forward Escape,4e1qSbmOs4nA3vBP3ckgz0,300502
Sharon,David Bromberg,Demon In Disguise,0ZcTtlbYFHlZAwea4hTAv8,370040
One Day I Wish to Have This Kind of Time,Ott,Mir,0CJgpdxKejhopHEWf7hjQV,513632
Slowly,Max Sedgley,From The Roots To The Shoots,2wIHZ1jgTRYkQP75szx8tZ,322200
I'll Take Another,The Main Squeeze,The Main Squeeze,75Wpcg8OAyOHMwgdJCgRpe,579080
Nemesis,The Motet,Dig Deep,0DrYHTyF46ANxvg0Erviwn,369906
Reblow Your Mind,Gov't Mule,Mighty High,69Oq8brhsbpSu5tK1ZnQ7x,283626
Boo Ha 'yeah Yeah Yeah Yeah Yeah',Desmond Cheese,Space and Time,12c045rZPDMSDJHmO1UnFn,226026
Tyrone,My Morning Jacket,"Chapter 2: Learning: Early Recordings, B-Sides, Covers, Y Mas",0axsMumJxKRTuYCMb9oeWl,312533
Pass the Vibes,Nico Segal,Surf,3w04cXVTLNvkl6foI4K1ze,150829
Ice Melts,Drake,More Life,7bJ4mu7MHa3rHiNyKjOoSl,250770
Blood Red Sentimental Blues,Cotton Jones,Paranoid Cocoon,6m2OUSC736AxOVJ3W0FcEr,276333
Orange Blossom,Gardens & Villa,Gardens & Villa,0VytyJNppKNGEs66GevIWX,260800
Vultures Of Culture,Nahko And Medicine For The People,On The Verge,7yKQGusnEUuCs2xWPlWbmS,498999
Down By The River,Buddy Miles,Them Changes,6zYQOQjcQlv5zIJ17q65LG,380453
No PR Blues,Netherfriends,Blues Trap,11aW6UDH8AtJT7GNplhvqG,141813
Latyrx,Latyrx (Lateef & Lyrics Born),The Album,7lqa2iVNPCy93WBUvh7tPw,347333
Cherokee,Kamasi Washington,The Epic,0ATHeE053YZWmECfDHJxQB,494466
Kyles Song,moe.,Wormwood,1nRvLtg8rZqmezrOyC9ivL,474373
Float (feat. Zion I),Minnesota,Altered States,3KVp3xFBemY9Z4O7vYNfuf,251088
Everybody‚Äôs Gotta Live,Love,Reel To Real,2i5wtLl2qgH4y6BgVFBTXz,204521
Swoon,Rising Appalachia,Soul Visions,0rMAjp5l2xRF6j19KXbtPe,220215
Can You Get To That,Funkadelic,Maggot Brain,6QUngYwZ65et2ye7Bj85EK,171560
Woke Up Laughing,Robert Palmer,Clues,26hhPkZhjIK4sJn8thekxD,215000
6 Beers,Myke Bogan,6 Beers,67dlbaehg3WCebc0dg0QJg,166228
The Payback,James Brown,The Payback,5OcyX5eg7VrJuI833qOCUc,459893
Rescue,Alysha Brilla,Womyn,0XBWqI013UslporJYfz733,265199
1-800 Suicide,Gravediggaz,6 Feet Deep,5ps5dkx2ifvBSnA8RP5qTS,257466
Mind Flowers,Ultimate Spinach,Behold & See,6ypqzijMjsopQkfMLrImQp,580093
How To Handle Grown Ups,Ruckus Roboticus,Playing With Scratches,4OiYHzjmzqhY68RaWbeyzz,289200
Saturday's Children (feat. Neal Casal),Circles Around The Sun,Interludes For The Dead (feat. Neal Casal),0l47ZhSBfu9MeKAmBXLq1y,565240
Occupy,Rising Appalachia,Filthy Dirty South,2rQfal4tGEN3flJzIQFwIr,274173
One Day I Wish to Have This Kind of Time (Live),Ott,Ott & the All-Seeing I (Live at Terminal West),6YnrsGFBjVryKnhxDS4bPH,328073
Lost In The Crowd (LOCOJA Remix),Bassnectar,NVSB Remixes,7BedC2HyWO3PxgzxTpToqN,268083
Step / Time,CharlestheFirst,Step / Time,16cHHrPGdppdRHgrBw5O5x,185908
Cute - Remix,DRAM,Cute (Remix) [feat. Cardi B],0s12zeNh080RjPnV8gWngY,233833
Vola,Karol Conká,Batuk Freak (Instrumentals),5UZT1ORXxd9nZxXFvGcPeF,195416
Party People,Grazzhopper,Grazzhopper,1MFKOmlL1fpiHe58ZLAhQJ,170066
Tongue N' Groove,Steve Kimock Band,Eudemonic,5FW0XUSeVJDKQuwbtx9Nm3,516039
C.R.E.a.M. Dreams,Greg Grease,"Cornbread, Pearl & G",3TfIVyEPDyae0gOdNOvj28,253613
Intro / Sweet Glory,Jimkata,Die Digital,1fA2qQqI9UlOLtezKvRW4z,159163
Find Your Cloud,Papadosio,T.E.T.I.O.S.,6FX4bnL4wZWheKbftUUFVz,516746
The Root,Magna Carda,Cirqlation,21sficAs0W3Swr2kyQ75ps,214690
Summer Fling,The Floozies,Summer Fling,4cs0CjKaRvVNtGraFjezXC,200727
Blaze On,Phish,Big Boat,2B07Hi5TH3jbvaP7crdzUz,260013
Tide Turns,Phish,Big Boat,4eB4I3L8WDNjgbOyKpdpfe,261386
Waking Up Dead,Phish,Big Boat,7yJ4fe6EF0uJg5XNePc4JZ,255400
Emob0unce,Kitty,Impatiens,6dMZYeC3jHwerxuWVG0yIX,214120
I Want to Be Your Man,Roger,All the Greatest Hits,3C6xVHlZ8Z7cAzt63xdxH3,249866
Any Kind Of Way,Daily Bread,Cloud Conductor,6Iqh2GxyKTInrAG2ymvAwp,264844
Kiss,Prince,Parade - Music from the Motion Picture Under the Cherry Moon,62LJFaYihsdVrrkgUOJC05,226240
War Of The Currents,Gramatik,Epigram,3VgBhGkM6HkLxWUNcBao0v,227225
More Bounce to the Ounce,Zapp,All the Greatest Hits,3Ho35OJixLg20qshXRgfBs,312506
That's What I Like,Bruno Mars,24K Magic,0KKkJNfGyhkQ5aFogxQAPU,206693
Fantasy,Kari Faux,Lost En Los Angeles,1diTo3j1UcNfrtt4BZ3eE7,177882
The Love,People Under The Stairs,"The Gettin' Off Stage, Step 1",4fSp4eUqq87gX8ekjv4JC1,213985
Bread and Butter,Bhi Bhiman,Rhythm & Reason,16heKvIO5DHYCgLOldGJcS,240280
Back to Nature,Nightmares On Wax,Back to Nature,5eJ3sFbn0rsIyMwLCFRgGc,458648
Miss Primetime (feat. Pell) - Manic Focus Remix,Big Gigantic,Brighter Future Remixed,4n9ne6UU73Pfc4Elxyml2E,259270
Right Here,Keller Williams,Raw,2L7M2b2WZJkPSvPGy9BBmi,348382
ITEYBC,Cospe,Super 1,3A9oNjfByBBvBndWQSP71Z,195062
Jocelyn Flores,XXXTENTACION,17,7m9OqQk4RVRkw9JJdeAw96,119133
Just Visiting,Wookiefoot,Ready or Not...,3k3veGWR8xhy8tTnTQndAH,232374
Grace of a Woman,Elephant Revival,These Changing Skies,6bsXZVk7H0hjlAhOEEIBar,218653
Where the Whitetails Go,Mo Lowda & the Humble,Curse the Weather,1uY8tfyacaIwSkYBQdLupY,285880
Higher Vibrations,Ziggy Marley & The Melody Makers,The Spirit Of Music,4g1aecj3OMlU3v7uct1huk,252506
Joy (Goodbye Guilty Pleasures),Zach Gill,Life In The Multiverse,473tgEGLwcMdpWVmMWR283,315146
Bring It On,Spiritual Rez,Apocalypse Whenever,0a0eB2Wxm8iU3TbuAoovhp,289320
One Thing (feat. Cristina Soto) - Amp Live Remix,Psymbionic,Parallels Remixed,1nj3fP1BRNJWfWZOFZ56nu,261401
Nothing to Lose,The Floozies,Funk Jesus,3NZxCLe5EcpOYXecBhFNqF,240000
Better 4 U,The Floozies,Funk Jesus,764V7PrSSKcQtjran3BrCR,223255
Funk Jesus,The Floozies,Funk Jesus,0XiCZ3YZlmm1pkTiTFttxN,277333
Typa Shit,Pat Ron,Typa Shit,1Xqsvuoo00xqAbMQt1KhL2,266769
I Feel U,ProbCause,Drifters,35VY6Um8hDm0NYIxK44znn,177725
Limestone,Magic City Hippies,Hippie Castle EP,00HIh9mVUQQAycsQiciWsh,209164
405,The Main Squeeze,Without a Sound,0zoRz3KJQGJwujys7zZdyl,200332
Bambi,Jidenna,The Chief,5KWV7S3osWbeOMPHCeWVyK,250000
Outlaws,The Widdler,Outlaws,0fmGW57GzkEq010veVqi9x,224571
This Is My Home,Hans Zimmer,Walt Disney Records The Legacy Collection: The Lion King,72L7srdSPA9YZybGKBpC5B,165200
Gotta Push On,GRiZ,Good Will Prevail,1PT03zQv9YRAYFt8BzgiSS,273917
One Day They'll Know (ODESZA Remix),Pretty Lights,A Color Map of the Sun (Remixes),4n6z0yh2ZpoGh0RNyGVu52,260571
Brunch at the Bodega,Flamingosis,Bright Moments,2DYb9OVtTaRWVA7qmZ4CdX,159789
Hold It Down,MIA GLADSTONE,Hold It Down,669yrjH89yBQgTHR4i1VfB,171588
Velvet Wormhole,Ecometric,Rhythm Code II,1BxOoniwrc6iLx2SydtxnI,278400
Laputa (Taylor McFerrin Remix feat. Anderson .Paak),Hiatus Kaiyote,"Recalibrations, Vol. 1",5UFtKaL5KBumqv4tpgdm0p,244240
Friday,Dae Zhen,Friday,2mWkRDojGUDop9Il4212M0,243461
Approximately 906 Miles,Harrison Fjord,Puspa in Space,5IX6J22Qg2uUNfTlqpQIMN,464433
Feelin' Fine - Rowland Evans Remix,GRiZ,Good Will Continue (Remixes),09W0lJ21DTaFq6zZQ80DX8,195545
Atomic Bomb - William Onyeabor vs. Hot Chip,William Onyeabor,What?!,6G2M6vvToPz12ghZpeJSGe,436236
One Chick,Sondai,One Chick,6mY56gQjKYzpwyK2PNRJst,217058
Computer Love,Zapp,The New Zapp IV U,362zcsyXMLbL7PNLhOovvm,283626
"So Ruff, so Tuff",Zapp,All the Greatest Hits,3k0Jp5IYHtBeSNKUEOqE0i,215840
Candy,Cameo,Word Up,0Aj8EagrPfDoOe5OlUdrLC,339933
World A Music,Ini Kamoze,Ini Kamoze,2SE11vmjbi7j5QKJ885ib6,345493
Cake,emune,1993,1UaSXdEHdMoca1SjHZEbeK,250909
"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": IV. Presto",Wolfgang Amadeus Mozart,"Mozart: Eine Kleine Nachtmusik, Concertone & Flute Quartet No. 1",6f2RXyFQVic60cYmHDhzlX,269066
El Gato's Revenge,Gucci Mane,El Gato: The Human Glacier,4gkvqPFfMLNowq1pDqNuWc,171248
Half Delayed,Umphrey's McGee,it's not us,4JxoxzTn0t7zgr6MF6Ocd1,216315
Handcuffs,Parliament,Mothership Connection,4oLj9KbKkLEqemCVvSwVBU,243706
Them Changes,Thundercat,Drunk,5dcZUsgcMW57ju0A379O7c,188385
Skyward,Deca,Skyward,1cKAHDQLkSaTKmOlA0mucr,200538
Naked as the Sun,Sean Hayes,Low Light,5Vwfx0Hw7ctpIP5xjZjyv9,307333
Mercy Falls,CharlestheFirst,The Reach EP,6oSxm8jKgVbrlKo4Ktd1qr,193500
Funkadelic (Live),Spafford,A Taste of Fall 2017 (Live),0xr2MYq1CLxYworx5iYLOd,879000
The Reprise (Live),Spafford,"Live, Vol. 2",2mDpjnsJpY1YXmDGd0XNdJ,477257
Smoke It If You Got One (feat. Asher Roth),King Chip,CleveLAfornia,6Ky0DcxghSCkuw3YdCTK8c,298666
Sacred Trek,Jade Cicada,Eolian Oms EP,2WBXzixLLgpRX8OmqMkCzS,134018
Speaking in Tongues,Jade Cicada,Brood VII,1eMMDk4yBBNuxyqSINu6ti,137142
Like a Feather,BoomBox,Filling in the Color,40yIeuX6e0UqHuvP5jREDp,329453
Oakland Blackouts,Hieroglyphics,3rd Eye Vision,7FXj7qI1rSovFpvVjleUrE,271400
Push It,Salt-N-Pepa,"Hot, Cool & Vicious",0TT7wJiEYD5GAeJfSR1ETX,272133
Don't Say Goodbye,Ohio Players,Everybody Up + Bonus Tracks,56IZaBdyiPjxa2Y2sM0ldg,348466
California Love,Phish,"LivePhish, Vol. 17 7/15/98 (Portland Meadows, Portland, OR)",1jYYCMP7mIh8NKacqghZzm,111546
Low Rider,Phish,Hampton/Winston-Salem '97,4ZyZAD7DN123px9rtyy8OJ,462013
Free,Phish,Phish: Ventura,0512zFgRx0SNbcYHC1HKCO,676160
Meat,Phish,Phish: Star Lake '98,2jgQPptS1HV9cI5Is7IdaU,336326
Legend Has It,Run The Jewels,Run the Jewels 3,4RnfMhMUMqHlrn4V6A3KfS,205866
Dancin' To The Truth,Dumpstaphunk,Dirty Word,62Pl1KurFwqFX2C8lfCaWL,249973
Genius of Love,Tom Tom Club,Tom Tom Club,6UBQONiLH8kNmmB8UrV2Ef,334360
Backyard Mississippi,Goodie Mob,Lost,3DCJGwXyaxQxsqPvkTpL93,238493
I Saw Her Standing There,Jerry Garcia,Run for the Roses (Expanded),0zf9xqwYkkaBsg9we31bhi,179360
Hard Livin',Railroad Earth,Amen Corner,3oSdxIGuxOHZ7pTNKKXGDb,295000
Fake Love,Drake,More Life,343YBumqHu19cGoGARUTsd,210937
Flagpole Sitta,Harvey Danger,Where Have All The Merrymakers Gone?,7cz70nyRXlCJOE85whEkgU,217266
L.m.l.y.p.,Ween,God Ween Satan: The Oneness (Anniversary Edition),3qok69sGhyT5tWtp7criOL,528400
Too Much Sauce (feat. Future & Lil Uzi Vert),DJ ESCO,Too Much Sauce (feat. Future & Lil Uzi Vert),5oyUurs28XRagLa8lgm6V3,223093
Tilt Mode (feat. Gibbz),Exmag,Proportions,2JvrwCONvIMmmtYXIZgl13,218333
Madagascar,LAKE,Let's Build a Roof,7sHP57vsjXFtTq50Nmk7h0,193733
KILL4ME,Marilyn Manson,Heaven Upside Down,6UIo6YbaXihIZ72MWUpcGb,239240
One Day,Matisyahu,Light,0nCZDQrlWA149QdGTdlsFU,207573
The Wonder Years (feat. Chance the Rapper & Nico Segal),The O'My's,Chicago Style,5ZvDZdNRRJwSc8X6nNs5q1,247772
The Dreamer (feat. Talib Kweli & Timan Family Choir),Anderson .Paak,Malibu,2sNhYJ2ggd9BadlTXU3Mah,339973
Big Bad Wolf,Mickey Hart,RAMU,5wLhJX83pv6ktfM9ud9LGr,309226
Still Not a Player (feat. Joe) - Radio Version,Big Pun,Capital Punishment (Explicit Version),3GKL13lkM5nRc4zC1lIOrR,236800
The Harlem Barber Swing,Jazzinuf,The Harlem Barber Swing,02WoLGIvd37ac8B305j2E8,152869
Contact,Daft Punk,Random Access Memories,2KHRENHQzTIQ001nlP9Gdc,383626
Mug Wall,Thriftworks,Low Speed High Drag,6qSHxqHYyvBBTPkwiLFIlj,244363
16mm Summer Day,Ott,Fairchildren,5G2zu150sf9sLmup3yDw27,436173
Nothing Left (feat. Deb Never & Shlohmo),D33J,Nothing Left (feat. Deb Never & Shlohmo),6Bq1rq7WMV7lghjiSxTtro,209454
Evasion,CloZee,Evasion,3lu8pDJVlN2gOlMZP2dMuN,241000
"Going, Going, Gone - Live",Jerry Garcia & Merl Saunders Band,"Pure Jerry: Keystone, Berkeley, September 1, 1974",4m0g2Lfvu2IzE87keNtuvx,865240
Fruit,ABRA,Rose,15VMz8jeItwVISdK3JiS4m,341000
Kirra,CharlestheFirst,The Reach EP,0TRL3HH1rPQt20eHDrlCV8,198500
Modern Man Intermission,Chill Bump,Hidden Strings - EP,7geQWYSQfDNILUUbpRPMCD,127714
Take Me Back To Tulsa,Bob Wills & His Texas Playboys,Faded Love,60szRvQWeBwNJSAFcDNKbf,162328
What A Man,Linda Lyndell,"The Complete Stax / Volt Soul Singles, Vol. 2: 1968-1971",5aAJraOcdkSQiX9mxkD7Hv,160373
Family Tradition,"Hank Williams, Jr.",Family Tradition,73ZTWCuwudUVvvWipRnQnQ,242960
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",Randy Newman,Toy Story,2stkLJ0JNcXkIRDNF3ld6c,124160
On & On,Erykah Badu,Baduizm,0tNuJpBgtE65diL6Q8Q7fI,226133
Luxurious,Gwen Stefani,Love Angel Music Baby,3qI2n6X2F5OHZ4FDjpaLs2,264920
My Name Is,Eminem,The Slim Shady LP (Explicit),66LCa77E7ux7S6oT0YfRBn,268400
When a Woman's Fed Up,R. Kelly,R.,015A6ZcNAWSSuwY7iDcD1b,278760
9 to Ya Dome,Eprom,Samurai,67Q3hu2ZzghDTXO6QGJQD4,152924
Watermelon Man,Herbie Hancock,Head Hunters,2zQl59dZMzwhrmeSBEgiXY,388960
Cisco Kid,Sublime,Gold,4DLWU2HIaO8KQwG5vHDL6V,278333
Humanoid 2.0,Eprom,Humanoid 2.0,3yXWBtDHv1q68Z9rPryu1k,213818
I Know There's Gonna Be (Good Times) [Instrumental],Jamie xx,I Know There's Gonna Be (Good Times) Remixes,1OsWx8oPQ5fHtC2PRfuep7,219150
Metameme,STS9,Peaceblaster,4bkwVZ4nqLnaXTfCRWekjK,365533
A River's Invitation,The California Honeydrops,A River's Invitation,7xkftA1MF8hV7AFfsvQSfF,369786
Running Back To You,The Juan Maclean,In A Dream,2qwXqri0Rj7I6XzB0TJzrU,423746
Jazzzz in Ya Bones (feat. Pete Murano & E O),The Human Experience,Embraced,17fY84uv4pbrAjVJmpUyW6,283000
Wu Tang Clan Ain't Nuthing ta F' Wit,El Michels Affair,Return to the 37th Chamber,0plyUhyKYXW6QA2JCMhBsI,155238
Pulse Drop,Jon Wayne and The Pain,Surrender,6CR5utyBHReZ3CYDakdA7D,284226
Faba,Dopapod,Never Odd or Even,7gso2Ghupk20Q6CbXDGDVV,600186
The Rubberband Man,The Spinners,The Very Best of the Spinners,4Q5HmyNvQHlfylzGY7V3Wr,215109
Here I Am Baby,Marcia Griffiths,Sweet & Nice,79ir754jSaoyyuDgKdZ8yx,236026
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,"Signed, Sealed And Delivered",4CB13d6Igb94cWMOQWY3JF,161160
Buster Brown,Dopapod,Megagem,1W8MzEfesjiFEKGR3AbCKE,359320
Ritmo Novo,Sango,Acima,62GlLyIgFKSgKLjivgjfai,152800
Cuckoo,Rising Appalachia,Cuckoo,7cCIBaEjve2ZRkr4l72SNF,319706
I'm A Ram,Gov't Mule,Mighty High,6DXJ1AsFKZLAvDFcD1vKRz,461973
Fitzpleasure - The Internet of Odd Future Remix,alt-J,Summer Remix EP,0Na10nHw7B30hmjkxNK9WB,270571
Drip,CloZee,Harmony,4Cie6TRY6UIIuVjUW1OYZX,253059
You're All I Need,El Michels Affair,Return to the 37th Chamber,6vOhPSqk5HNENgCiF5wgIf,195237
Fire on the Horizon,Stick Figure,Set in Stone,7mnk9W0umx7q4Vo4FjtOot,327986
Red,xxyyxx,Red,1xAj0iDV5y4cqwU0grR6iG,213913
Mack Man (Got To Get Over) - The Mack/Soundtrack Version,Willie Hutch,The Mack - Original Motion Picture Soundtrack,5E0F5DnYvowmzKg7Lhf22y,310893
Your Smile,Rufus,Rufusized,4xEUmLU22V0c7h6tk03cM3,200200
Rufusized,Rufus,Rufusized,1nkON0JYKJlROxZIeuIELl,192640
Maria También,Khruangbin,Con Todo El Mundo,66MpvsWO5O7gy9LjXGFw6I,190999
All I Need,The Hip Abduction,Gold Under The Glow,4oOIqg7LHDROo5w9OXV2Du,236653
Feelin' Kinda Low,Eyope,Feelin' Kinda Low,1q2HtHISZqwGnXkpd4YVCM,309506
Okra,Olu Dara,From Natchez To New York,0p4Xi4uRZlweypGleTZSSO,290840
Anybody out There,Organized Noize,Organized Noize,0UKFHRE9lzF7zBh9G8hFfs,223161
Devil in a Sleepin' Bag,Willie Nelson,Shotgun Willie,7JSIPdukJ1MCWWa2sOBuWi,158760
Theme From 'The Positive Agenda',Swatkins,Theme From 'The Positive Agenda',3wpeALVzAovPkm5KXrn5Hf,162386
I Get Around,2Pac,Strictly 4 My N.I.G.G.A.Z...,4voEoczU7Ijborps9XF1n3,259000
A Thin Line,Pimp C,The Sweet James Jones Stories,6j6ZTSjsPJ7FvVQp9hphdD,236160
Get into the Party Life,Little Beaver,Party Down,3rZrK0m6FsVwNBS0SFpivX,248933
Fire In The Hole,Steely Dan,Can't Buy A Thrill,4usVYcPlxRgRet6YashdCJ,206226
Little Bitty,Alan Jackson,34 Number Ones,2CBRlZtrYrhd8XXFFDSxAl,158080
Jam On It,Newcleus,Jam On Revenge,1lB2kyB5h9ceZ388GBfC9L,383600
Givin' Up Food For Funk - Pts. 1 & 2,The J.B.'s,Funky Good Time: The Anthology,3XUbVhA7kdOT5rLnt69RAO,346733
More Peas,The J.B.'s,Doing It To Death,2AfQrNtSMSlZQhz6M0m3YZ,505173
Everyday People,Sly & The Family Stone,R&B: From Doo-Wop To Hip-Hop,7lL2lMWNtzOcf5HnEudNgn,139506
Inspiration Information,Shuggie Otis,Inspiration Information/ Wings Of Love,3q8AgabNzK1mPJdI8egIcn,252200
Worth My While (feat. Kali Uchis) - Radio Edit,Bootsy Collins,Worth My While (feat. Kali Uchis) [Radio Edit],4luEFrcIx13ujXVSCYiQYx,234359
"Taurus, Aires & Leo",The J.B.'s,Hustle With Speed,74eC7PPBSODQsnWuTO48nZ,396226
Who Knows Who (feat. Fanny Franklin),Orgone,The Killion Floor,4zfDiHRHwB2vijLTOcTh2N,216333
